date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:08:25	23934/23934	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jun%202025%2012:38:25%20GMT	https://mymartdeal.store/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/index.html	(from )
18:08:25	16694/16694	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Jun%202025%2012:38:25%20GMT	https://mymartdeal.store/product-details/c81e728d9d4c2f636f067f89cc14862c?r=4.4&r1=9459	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/product-details/c81e728d9d4c2f636f067f89cc14862c7a6b.html	(from )
18:08:26	1903/1903	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/robots.txt		(from )
18:08:26	295586/295586	---M-Z	200	added ('OK')	text/css	etag:%22482a2-683b5589-923c1b316f4a5086;gz%22	https://mymartdeal.store/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/css/bootstrap.min.css	(from https://mymartdeal.store/)
18:08:26	27498/27498	---M-Z	200	added ('OK')	text/css	etag:%226b6a-683b5589-7141ed5fa42e4c62;gz%22	https://mymartdeal.store/assets/css/custom.css	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/css/custom.css	(from https://mymartdeal.store/)
18:08:27	55/55	---M-Z	200	added ('OK')	application/json	date:Wed,%2004%20Jun%202025%2012:38:27%20GMT	https://mymartdeal.store/api_services/manage.php	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/api_services/manage.json	(from https://mymartdeal.store/)
18:08:27	787/787	---M--	403	error ('Forbidden')	text/html	date:Wed,%2004%20Jun%202025%2012:38:27%20GMT	https://mymartdeal.store/api_services/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/api_services/index.html	(from https://mymartdeal.store/)
18:08:27	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Jun%202025%2012:38:27%20GMT	https://mymartdeal.store/admin_panel/	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/admin_panel/index.html	(from https://mymartdeal.store/)
18:08:27	283220/283220	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2004%20Jun%202025%2012:38:27%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/connect.facebook.net/en_US/fbevents.js	(from https://mymartdeal.store/)
18:08:27	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%229e-683b5588-9472f5e4ee71232b;;;%22	https://mymartdeal.store//assets/images/theme/bars.svg	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/theme/bars.svg	(from https://mymartdeal.store/)
18:08:28	7091/7091	---M--	200	added ('OK')	image/png	etag:%221bb3-683b5588-9a782122b9d048bb;;;%22	https://mymartdeal.store//img/Q18Ifxk.png	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/img/Q18Ifxk.png	(from https://mymartdeal.store/)
18:08:28	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-a4fe875a592b4bbd;gz%22	https://mymartdeal.store/external452e452e452e452e.html?link=http://www.w3.org/2000/svg	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/external452e452e452e452e452e.html	(from https://mymartdeal.store/)
18:08:28	1494/1494	---M--	200	added ('OK')	image/webp	etag:%225d6-683b5588-4b5a89c0c2d94855;;;%22	https://mymartdeal.store/assets/images/033f3268031fa0ba.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/033f3268031fa0ba0e0e.webp	(from https://mymartdeal.store/)
18:08:28	1734/1734	---M--	200	added ('OK')	image/webp	etag:%226c6-683b5588-7f193ac951aeac6e;;;%22	https://mymartdeal.store/assets/images/0f3d008be60995d4.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/0f3d008be60995d40e0e.webp	(from https://mymartdeal.store/)
18:08:28	1234/1234	---M--	200	added ('OK')	image/webp	etag:%224d2-683b5588-b0334b1de3c71fa8;;;%22	https://mymartdeal.store/assets/images/42f9a853f9181279.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/42f9a853f91812790e0e.webp	(from https://mymartdeal.store/)
18:08:29	3332/3332	---M--	200	added ('OK')	image/webp	etag:%22d04-683b5588-4444886e0cb891e1;;;%22	https://mymartdeal.store/assets/images/cbcb478744635781.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/cbcb4787446357810e0e.webp	(from https://mymartdeal.store/)
18:08:29	2244/2244	---M--	200	added ('OK')	image/webp	etag:%228c4-683b5588-170623df26dc818b;;;%22	https://mymartdeal.store/assets/images/913e96c334d04395.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/913e96c334d043950e0e.webp	(from https://mymartdeal.store/)
18:08:29	2030/2030	---M--	200	added ('OK')	image/webp	etag:%227ee-683b5588-3d9ac1118e366c29;;;%22	https://mymartdeal.store/assets/images/1faac897db7fa1e8.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/1faac897db7fa1e80e0e.webp	(from https://mymartdeal.store/)
18:08:29	2630/2630	---M--	200	added ('OK')	image/webp	etag:%22a46-683b5588-6385b04457ba871a;;;%22	https://mymartdeal.store/assets/images/4be8a679014497f0.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/4be8a679014497f00e0e.webp	(from https://mymartdeal.store/)
18:08:30	2966/2966	---M--	200	added ('OK')	image/webp	etag:%22b96-683b5588-8c0733749c6fbd7b;;;%22	https://mymartdeal.store/assets/images/6ecb75e51b607880.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/6ecb75e51b6078800e0e.webp	(from https://mymartdeal.store/)
18:08:30	3112/3112	---M--	200	added ('OK')	image/webp	etag:%22c28-683b5588-caf89b1bffb004c7;;;%22	https://mymartdeal.store/assets/images/3e6d75f631ab6055.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/3e6d75f631ab60550e0e.webp	(from https://mymartdeal.store/)
18:08:30	2526/2526	---M--	200	added ('OK')	image/webp	etag:%229de-683b5588-90ba2bb3fc04c7c6;;;%22	https://mymartdeal.store/assets/images/89d809684711712a.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/89d809684711712a0e0e.webp	(from https://mymartdeal.store/)
18:08:30	3624/3624	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jun%202025%2012:38:30%20GMT	https://rukminim1.flixcart.com/fk-p-flap/151/143/image/4b0a064d53b4ff28.jpg?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/rukminim1.flixcart.com/fk-p-flap/151/143/image/4b0a064d53b4ff280e0e.jpg	(from https://mymartdeal.store/)
18:08:31	2907/2907	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jun%202025%2012:38:31%20GMT	https://rukminim1.flixcart.com/fk-p-flap/151/143/image/418dfd603e730185.jpg?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/rukminim1.flixcart.com/fk-p-flap/151/143/image/418dfd603e7301850e0e.jpg	(from https://mymartdeal.store/)
18:08:31	4148/4148	---M--	200	added ('OK')	image/webp	etag:%221034-683b5588-702236ede282d58c;;;%22	https://mymartdeal.store/assets/images/356d37e9512c7fcb.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/356d37e9512c7fcb0e0e.webp	(from https://mymartdeal.store/)
18:08:31	1590/1590	---M--	200	added ('OK')	image/webp	etag:%22636-683b5588-30d35176cf7c9856;;;%22	https://mymartdeal.store/assets/images/aeb7da37a9e85209.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/aeb7da37a9e852090e0e.webp	(from https://mymartdeal.store/)
18:08:31	2212/2212	---M--	200	added ('OK')	image/webp	etag:%228a4-683b5588-ef9919264c83b3a9;;;%22	https://mymartdeal.store/assets/images/824aa3a83b4057eb.webp?q=60	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/824aa3a83b4057eb0e0e.webp	(from https://mymartdeal.store/)
18:08:32	144017/144017	---M--	200	added ('OK')	image/jpeg	etag:%2223291-683b5588-4fd7c6ce725f89bb;;;%22	https://mymartdeal.store/assets/images/bn1.jpg	C:/My%20Web%20Sites/final%20flipkart%20clone%20finalest/mymartdeal.store/assets/images/bn1.jpg	(from https://mymartdeal.store/)
